semicore,predict
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Sn,Sn
Y,Nb
Y,Y
Y,Y
Y,Nb
Y,Y
Y,Nb
Y,Nb
Y,Y
Y,Y
Y,Y
Y,Y
Y,Y
Y,Y
Y,Nb
Y,Y
Y,Nb
Y,Y
Y,Nb
Y,Y
Y,Y
Y,Nb
Y,Y
Y,Y
Y,Y
Y,Y
Y,Nb
Y,Nb
Y,Nb
Y,Y
Y,Nb
Y,Nb
Y,Mo
Y,Y
Y,Y
Y,Y
Y,Y
Y,Nb
Y,Y
Y,Nb
Y,Nb
Y,Y
Y,Mo
Y,Nb
Y,Y
Y,Y
Y,Y
Y,Y
Y,Y
Y,Y
Y,Nb
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,In
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Tl,Tl
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Zr
Sc,Sc
Sc,Sc
Sc,Zr
Sc,Sc
Sc,Zr
Sc,Zr
Sc,Sc
Sc,Zr
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Zr
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Zr
Sc,Zr
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Sc,Sc
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Pb,Pb
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
Bi,Bi
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
In,In
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Sc
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Sc
Zr,Sc
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Sc
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Sc
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Zr,Zr
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Mo
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Mo
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Mo
Hg,Hg
Hg,Hg
Hg,Hg
Hg,Hg
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Sc
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Nb
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Nb
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Hf
Hf,Sc
Hf,Hf
Hf,Hf
Hf,Nb
Hf,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Hf
Nb,Y
Nb,Nb
Nb,Y
Nb,Y
Nb,Y
Nb,Nb
Nb,Nb
Nb,Hf
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Y
Nb,Y
Nb,Nb
Nb,Y
Nb,Nb
Nb,Nb
Nb,Hf
Nb,Y
Nb,Hf
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Sc
Nb,Nb
Nb,Y
Nb,Nb
Nb,Zr
Nb,Nb
