x1,x2,x3,y
0.0,0.0,0.0,-0.006581095900083378
0.1,0.010000000000000002,0.11000000000000001,0.010500549709034676
0.2,0.04000000000000001,0.24000000000000002,-0.0025443491665662903
0.30000000000000004,0.09000000000000002,0.39000000000000007,0.007466551920921237
0.4,0.16000000000000003,0.56,-0.0037690523027643077
0.5,0.25,0.75,0.010405437720308773
0.6000000000000001,0.3600000000000001,0.9600000000000002,-0.0042921834350589955
0.7000000000000001,0.4900000000000001,1.1900000000000002,0.0070504700460515615
0.8,0.6400000000000001,1.4400000000000002,0.007171328014833966
0.9,0.81,1.71,0.014082048891079817
1.0,1.0,2.0,0.012330871150741732
1.1,1.2100000000000002,2.3100000000000005,0.017588176123563743
1.2000000000000002,1.4400000000000004,2.6400000000000006,0.02702271661071311
1.3,1.6900000000000002,2.99,0.03976440908798234
1.4000000000000001,1.9600000000000004,3.3600000000000003,0.031020746456278774
1.5,2.25,3.75,0.028108223524384107
1.6,2.5600000000000005,4.16,0.04626279288255403
1.7000000000000002,2.8900000000000006,4.590000000000001,0.040118117495906144
1.8,3.24,5.04,0.059065490344510904
1.9000000000000001,3.6100000000000003,5.510000000000001,0.04703653581504841
2.0,4.0,6.0,0.07399787179439425
2.1,4.41,6.51,0.05757160467563541
2.2,4.840000000000001,7.040000000000001,0.07981701284609725
2.3000000000000003,5.290000000000001,7.590000000000002,0.08149379247112716
2.4000000000000004,5.760000000000002,8.160000000000002,0.07824825299619194
2.5,6.25,8.75,0.06663321798896808
2.6,6.760000000000001,9.360000000000001,0.09103844518356778
2.7,7.290000000000001,9.990000000000002,0.08689999611893408
2.8000000000000003,7.840000000000002,10.640000000000002,0.0853400330167264
2.9000000000000004,8.410000000000002,11.310000000000002,0.0932438015975015
3.0,9.0,12.0,0.11594268166830193
3.1,9.610000000000001,12.71,0.11993984274336396
3.2,10.240000000000002,13.440000000000001,0.1346459745400415
3.3000000000000003,10.890000000000002,14.190000000000003,0.1337469686352937
3.4000000000000004,11.560000000000002,14.960000000000003,0.1285733150896167
3.5,12.25,15.75,0.1464869475628917
3.6,12.96,16.560000000000002,0.13863077923199854
3.7,13.690000000000001,17.39,0.16414436796630633
3.8000000000000003,14.440000000000001,18.240000000000002,0.16704997169439548
3.9000000000000004,15.210000000000003,19.110000000000003,0.18528665591514726
4.0,16.0,20.0,0.1793118578742877
4.1000000000000005,16.810000000000006,20.910000000000007,0.19196872624210373
4.2,17.64,21.84,0.20223437445611994
4.3,18.49,22.79,0.2070770262453784
4.4,19.360000000000003,23.760000000000005,0.22833908805193728
4.5,20.25,24.75,0.23354273171016945
4.6000000000000005,21.160000000000004,25.760000000000005,0.22087768254336496
4.7,22.090000000000003,26.790000000000003,0.2503291130802516
4.800000000000001,23.040000000000006,27.840000000000007,0.23512441064379164
4.9,24.010000000000005,28.910000000000004,0.263211745660069
5.0,25.0,30.0,0.2618885571310277
5.1000000000000005,26.010000000000005,31.110000000000007,0.2893966112679811
5.2,27.040000000000003,32.24,0.29583619062554134
5.300000000000001,28.090000000000007,33.39000000000001,0.3137632542965505
5.4,29.160000000000004,34.56,0.3298216287100612
5.5,30.25,35.75,0.3301266111474072
5.6000000000000005,31.360000000000007,36.96000000000001,0.3391567949192498
5.7,32.49,38.190000000000005,0.3499082964029987
5.800000000000001,33.64000000000001,39.44000000000001,0.3646652863481585
5.9,34.81,40.71,0.38234193036309194
