x1,x2,x3,x4,x5,x6,y
0.0,0.0,0.0,0.0,0.0,0.0,-0.06272348855503775
0.1,0.010000000000000002,0.0010000000000000002,0.00010000000000000002,1.0000000000000003e-05,0.09983341664682815,0.19468439496300255
0.2,0.04000000000000001,0.008000000000000002,0.0016000000000000003,0.0003200000000000001,0.19866933079506122,0.1421994753036948
0.30000000000000004,0.09000000000000002,0.027000000000000014,0.008100000000000005,0.0024300000000000016,0.2955202066613396,0.2788178471571382
0.4,0.16000000000000003,0.06400000000000002,0.025600000000000005,0.010240000000000003,0.3894183423086505,0.44996488192758893
0.5,0.25,0.125,0.0625,0.03125,0.479425538604203,0.41488300230272623
0.6000000000000001,0.3600000000000001,0.2160000000000001,0.12960000000000008,0.07776000000000005,0.5646424733950355,0.6704174961414426
0.7000000000000001,0.4900000000000001,0.3430000000000001,0.2401000000000001,0.16807000000000008,0.6442176872376911,0.7332809793835631
0.8,0.6400000000000001,0.5120000000000001,0.4096000000000001,0.3276800000000001,0.7173560908995228,0.7888943815406105
0.9,0.81,0.7290000000000001,0.6561,0.5904900000000001,0.7833269096274834,0.8531504581918244
1.0,1.0,1.0,1.0,1.0,0.8414709848078965,0.9788058805421513
1.1,1.2100000000000002,1.3310000000000004,1.4641000000000004,1.6105100000000006,0.8912073600614354,0.8057991923068759
1.2000000000000002,1.4400000000000004,1.7280000000000009,2.073600000000001,2.4883200000000016,0.9320390859672264,1.138027211426675
1.3,1.6900000000000002,2.197,2.8561000000000005,3.7129300000000005,0.963558185417193,1.038115938853981
1.4000000000000001,1.9600000000000004,2.7440000000000007,3.8416000000000015,5.378240000000003,0.9854497299884603,0.8826227693086204
1.5,2.25,3.375,5.0625,7.59375,0.9974949866040544,1.014639741066648
1.6,2.5600000000000005,4.096000000000001,6.553600000000001,10.485760000000003,0.9995736030415051,1.061967424966624
1.7000000000000002,2.8900000000000006,4.913000000000001,8.352100000000004,14.198570000000007,0.9916648104524686,1.1426827339417276
1.8,3.24,5.832000000000001,10.4976,18.895680000000002,0.9738476308781951,1.2322383400265045
1.9000000000000001,3.6100000000000003,6.859000000000002,13.032100000000003,24.76099000000001,0.9463000876874145,0.8866860195747388
2.0,4.0,8.0,16.0,32.0,0.9092974268256817,0.8898551813497999
2.1,4.41,9.261000000000001,19.448100000000004,40.84101000000001,0.8632093666488737,0.802256305198351
