x1,x2,x3,y
6.0,36.0,42.0,0.37785300634361013
6.1000000000000005,37.21000000000001,43.31000000000001,0.415015710277416
6.2,38.440000000000005,44.64000000000001,0.4143605346893338
6.300000000000001,39.69000000000001,45.99000000000001,0.4268007764329744
6.4,40.96000000000001,47.36000000000001,0.4193157225806544
6.5,42.25,48.75,0.4643364667368239
6.6000000000000005,43.56000000000001,50.16000000000001,0.4635631338501042
6.7,44.89,51.59,0.4686970288530343
6.800000000000001,46.24000000000001,53.040000000000006,0.5020411120350845
6.9,47.61000000000001,54.510000000000005,0.49789758655160066
7.0,49.0,56.0,0.5185530249427253
7.1000000000000005,50.41000000000001,57.51000000000001,0.5348825344189784
7.2,51.84,59.040000000000006,0.551359544834478
7.300000000000001,53.29000000000001,60.59000000000002,0.5683284102847659
7.4,54.760000000000005,62.160000000000004,0.5726065419304874
7.5,56.25,63.75,0.5841507384212961
7.6000000000000005,57.760000000000005,65.36,0.6120325921467303
7.7,59.290000000000006,66.99000000000001,0.6293072578027727
7.800000000000001,60.84000000000001,68.64000000000001,0.638835529921949
7.9,62.410000000000004,70.31,0.6489542254913626
8.0,64.0,72.0,0.6688428489795171
8.1,65.61,73.71,0.6859525006679026
8.200000000000001,67.24000000000002,75.44000000000003,0.7005442036271579
8.3,68.89000000000001,77.19000000000001,0.7267811988755475
8.4,70.56,78.96000000000001,0.7393868335549536
8.5,72.25,80.75,0.7537312952329261
8.6,73.96,82.55999999999999,0.755309904853589
8.700000000000001,75.69000000000001,84.39000000000001,0.7843258646344006
8.8,77.44000000000001,86.24000000000001,0.7831382932701622
8.9,79.21000000000001,88.11000000000001,0.8050686090322672
9.0,81.0,90.0,0.8352541095421682
9.1,82.80999999999999,91.90999999999998,0.8711209181150579
9.200000000000001,84.64000000000001,93.84000000000002,0.8666277631678437
9.3,86.49000000000001,95.79,0.8792238599747996
9.4,88.36000000000001,97.76000000000002,0.8954893242214739
9.5,90.25,99.75,0.9143335189655397
9.600000000000001,92.16000000000003,101.76000000000002,0.9334255908204923
9.700000000000001,94.09000000000002,103.79000000000002,0.9778050750324067
9.8,96.04000000000002,105.84000000000002,0.980161406115225
9.9,98.01,107.91000000000001,1.0098899181187828
