x1,x2,x3,x4,x5,y
-5.0,25.0,-125.0,625.0,-3125.0,-0.9589242746631385
-4.9,24.010000000000005,-117.64900000000003,576.4801000000002,-2824.752490000001,-0.9824526126243325
-4.800000000000001,23.040000000000006,-110.59200000000006,530.8416000000003,-2548.0396800000017,-0.9961646088358406
-4.700000000000001,22.09000000000001,-103.82300000000006,487.96810000000045,-2293.4500700000026,-0.9999232575641009
-4.600000000000001,21.160000000000014,-97.33600000000008,447.74560000000054,-2059.629760000003,-0.9936910036334646
-4.500000000000002,20.250000000000018,-91.12500000000011,410.0625000000006,-1845.2812500000036,-0.9775301176650975
-4.400000000000002,19.360000000000017,-85.18400000000013,374.8096000000007,-1649.162240000004,-0.9516020738895166
-4.3000000000000025,18.49000000000002,-79.50700000000013,341.88010000000077,-1470.0844300000042,-0.916165936749456
-4.200000000000003,17.640000000000025,-74.08800000000015,311.16960000000086,-1306.9123200000045,-0.8715757724135894
-4.100000000000003,16.810000000000027,-68.92100000000016,282.5761000000009,-1158.5620100000044,-0.8182771110644124
-4.0000000000000036,16.00000000000003,-64.00000000000017,256.0000000000009,-1024.0000000000045,-0.7568024953079305
-3.900000000000004,15.210000000000031,-59.31900000000018,231.34410000000094,-902.2419900000045,-0.6877661591839767
-3.8000000000000043,14.440000000000033,-54.872000000000185,208.51360000000093,-792.3516800000044,-0.6118578909427225
-3.7000000000000046,13.690000000000035,-50.65300000000019,187.41610000000094,-693.4395700000043,-0.5298361409084972
-3.600000000000005,12.960000000000036,-46.65600000000019,167.96160000000094,-604.6617600000042,-0.44252044329485685
-3.5000000000000053,12.250000000000037,-42.8750000000002,150.0625000000009,-525.218750000004,-0.35078322768962483
-3.4000000000000057,11.560000000000038,-39.304000000000194,133.63360000000088,-454.3542400000038,-0.25554110202683683
-3.300000000000006,10.89000000000004,-35.9370000000002,118.59210000000087,-391.3539300000036,-0.15774569414325434
-3.2000000000000064,10.240000000000041,-32.7680000000002,104.85760000000084,-335.5443200000033,-0.058374143427586296
-3.1000000000000068,9.610000000000042,-29.791000000000196,92.3521000000008,-286.29151000000314,0.04158066243328384
-3.000000000000007,9.000000000000043,-27.000000000000192,81.00000000000077,-243.00000000000287,0.1411200080598602
-2.9000000000000075,8.410000000000043,-24.389000000000188,70.72810000000072,-205.11149000000265,0.23924932921397507
-2.800000000000008,7.840000000000043,-21.952000000000183,61.465600000000684,-172.1036800000024,0.33498815015589756
-2.700000000000008,7.2900000000000444,-19.683000000000177,53.14410000000064,-143.48907000000216,0.42737988023382256
-2.6000000000000085,6.760000000000044,-17.576000000000175,45.6976000000006,-118.81376000000195,0.5155013718214569
-2.500000000000009,6.250000000000044,-15.625000000000167,39.062500000000554,-97.65625000000173,0.5984721441039493
-2.4000000000000092,5.760000000000044,-13.82400000000016,33.17760000000051,-79.62624000000153,0.6754631805511441
-2.3000000000000096,5.2900000000000444,-12.167000000000153,27.984100000000467,-64.36343000000134,0.7457052121767138
-2.20000000000001,4.840000000000043,-10.648000000000144,23.425600000000422,-51.53632000000116,0.8084964038195843
-2.1000000000000103,4.410000000000044,-9.261000000000136,19.44810000000038,-40.841010000001,0.8632093666488686
