semicore,semicorep
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Nb,Nb
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
Mo,Hg
